filename,station_id,sampleID,date,depth,temperature,salinity,potential_density,dissolved_oxygen,station_name,latitude,longitude,bottom_depth_m
TH042_20230616T220256_binned.nc,TH042,20230616T220256,2023-06-17T05:02:56Z,9.915971755981445,11.147100448608398,32.18709945678711,24.565282821655273,7.455699920654297,Teahwhit Head,47.8762,124.7334,42
TH042_20230616T220256_binned.nc,TH042,20230616T220256,2023-06-17T05:02:56Z,10.90754222869873,11.002099990844727,32.23630142211914,24.62905502319336,7.2820000648498535,Teahwhit Head,47.8762,124.7334,42
TH042_20230616T220256_binned.nc,TH042,20230616T220256,2023-06-17T05:02:56Z,11.899107933044434,10.856599807739258,32.25619888305664,24.669925689697266,7.019199848175049,Teahwhit Head,47.8762,124.7334,42
TH042_20230616T220256_binned.nc,TH042,20230616T220256,2023-06-17T05:02:56Z,12.890668869018555,10.680999755859375,32.249298095703125,24.694902420043945,6.891600131988525,Teahwhit Head,47.8762,124.7334,42
TH042_20230616T220256_binned.nc,TH042,20230616T220256,2023-06-17T05:02:56Z,13.88222599029541,10.51930046081543,32.26110076904297,24.73175811767578,6.86329984664917,Teahwhit Head,47.8762,124.7334,42
TH042_20230616T220256_binned.nc,TH042,20230616T220256,2023-06-17T05:02:56Z,14.873777389526367,10.437000274658203,32.29410171508789,24.771453857421875,6.859499931335449,Teahwhit Head,47.8762,124.7334,42
TH042_20230616T220256_binned.nc,TH042,20230616T220256,2023-06-17T05:02:56Z,15.865324020385742,10.426799774169922,32.282100677490234,24.763837814331055,6.768700122833252,Teahwhit Head,47.8762,124.7334,42
TH042_20230616T220256_binned.nc,TH042,20230616T220256,2023-06-17T05:02:56Z,16.85686492919922,10.337499618530273,32.30160140991211,24.79412078857422,6.697999954223633,Teahwhit Head,47.8762,124.7334,42
TH042_20230616T220256_binned.nc,TH042,20230616T220256,2023-06-17T05:02:56Z,17.84840202331543,10.260299682617188,32.29999923706055,24.805850982666016,6.419099807739258,Teahwhit Head,47.8762,124.7334,42
TH042_20230616T220256_binned.nc,TH042,20230616T220256,2023-06-17T05:02:56Z,18.839935302734375,10.093099594116211,32.35020065307617,24.872894287109375,5.521200180053711,Teahwhit Head,47.8762,124.7334,42
TH042_20230616T220256_binned.nc,TH042,20230616T220256,2023-06-17T05:02:56Z,19.831462860107422,9.635100364685059,32.537200927734375,25.09387969970703,4.777500152587891,Teahwhit Head,47.8762,124.7334,42
TH042_20230616T220256_binned.nc,TH042,20230616T220256,2023-06-17T05:02:56Z,20.82298469543457,9.261099815368652,32.8036994934082,25.361967086791992,3.9504001140594482,Teahwhit Head,47.8762,124.7334,42
TH042_20230616T220256_binned.nc,TH042,20230616T220256,2023-06-17T05:02:56Z,21.814502716064453,8.871600151062012,33.10240173339844,25.65665054321289,3.2708001136779785,Teahwhit Head,47.8762,124.7334,42
TH042_20230616T220256_binned.nc,TH042,20230616T220256,2023-06-17T05:02:56Z,22.806015014648438,8.47130012512207,33.29840087890625,25.871400833129883,3.1565001010894775,Teahwhit Head,47.8762,124.7334,42
TH042_20230616T220256_binned.nc,TH042,20230616T220256,2023-06-17T05:02:56Z,23.797523498535156,8.34179973602295,33.34560012817383,25.927873611450195,3.175100088119507,Teahwhit Head,47.8762,124.7334,42
TH042_20230616T220256_binned.nc,TH042,20230616T220256,2023-06-17T05:02:56Z,24.789026260375977,8.27239990234375,33.394500732421875,25.976585388183594,3.151700019836426,Teahwhit Head,47.8762,124.7334,42
TH042_20230616T220256_binned.nc,TH042,20230616T220256,2023-06-17T05:02:56Z,25.78052520751953,8.241499900817871,33.41450119018555,25.996870040893555,3.098099946975708,Teahwhit Head,47.8762,124.7334,42
TH042_20230616T220256_binned.nc,TH042,20230616T220256,2023-06-17T05:02:56Z,26.772018432617188,8.24120044708252,33.41939926147461,26.00075340270996,3.094099998474121,Teahwhit Head,47.8762,124.7334,42
TH042_20230616T220256_binned.nc,TH042,20230616T220256,2023-06-17T05:02:56Z,27.763507843017578,8.223600387573242,33.44580078125,26.02407455444336,3.0485999584198,Teahwhit Head,47.8762,124.7334,42
TH042_20230616T220256_binned.nc,TH042,20230616T220256,2023-06-17T05:02:56Z,28.75499153137207,8.194199562072754,33.45209884643555,26.033376693725586,2.976099967956543,Teahwhit Head,47.8762,124.7334,42
TH042_20230616T220256_binned.nc,TH042,20230616T220256,2023-06-17T05:02:56Z,29.746471405029297,8.16670036315918,33.46849822998047,26.05031394958496,2.9328999519348145,Teahwhit Head,47.8762,124.7334,42
TH042_20230616T220256_binned.nc,TH042,20230616T220256,2023-06-17T05:02:56Z,30.737945556640625,8.149200439453125,33.4833984375,26.064611434936523,2.8587000370025635,Teahwhit Head,47.8762,124.7334,42
