"","source","date","year","temperature","DO","salinity","potential_density","pres","cond","sampleID"
"11571","Mooring",2021-08-28 07:40:27,"2021",7.624,1.47557,33.5532,26.1927,42.221,3.454459,NA
"11572","Mooring",2021-08-28 07:50:26,"2021",7.6239,1.47096,33.5533,26.1928,42.24,3.454453,NA
"11573","Mooring",2021-08-28 08:00:27,"2021",7.6233,1.46235,33.5534,26.193,42.235,3.454405,NA
"11574","Mooring",2021-08-28 08:10:26,"2021",7.6237,1.46382,33.553,26.1926,42.284,3.454411,NA
"11575","Mooring",2021-08-28 08:20:27,"2021",7.6231,1.4621,33.5532,26.1928,42.261,3.454369,NA
"11576","Mooring",2021-08-28 08:30:26,"2021",7.6229,1.45554,33.5529,26.1926,42.523,3.454333,NA
"11577","Mooring",2021-08-28 08:40:27,"2021",7.6238,1.45208,33.5527,26.1923,42.541,3.454393,NA
"11578","Mooring",2021-08-28 08:50:26,"2021",7.6242,1.45238,33.5526,26.1922,42.626,3.454429,NA
"11579","Mooring",2021-08-28 09:00:27,"2021",7.6245,1.45122,33.5522,26.1918,42.591,3.454411,NA
"11580","Mooring",2021-08-28 09:10:27,"2021",7.6242,1.44923,33.5516,26.1915,42.631,3.454339,NA
"11581","Mooring",2021-08-28 09:20:26,"2021",7.6222,1.45422,33.5512,26.1914,42.707,3.454124,NA
"11582","Mooring",2021-08-28 09:30:27,"2021",7.6226,1.45334,33.5504,26.1907,42.741,3.454095,NA
"11583","Mooring",2021-08-28 09:40:26,"2021",7.6223,1.45425,33.5499,26.1904,42.893,3.454023,NA
"11584","Mooring",2021-08-28 09:50:27,"2021",7.624,1.45795,33.5492,26.1896,42.919,3.454113,NA
"11585","Mooring",2021-08-28 10:00:26,"2021",7.6239,1.45709,33.5489,26.1893,42.976,3.454071,NA
"11586","Mooring",2021-08-28 10:10:27,"2021",7.6228,1.44732,33.5487,26.1894,42.924,3.453963,NA
"11587","Mooring",2021-08-28 10:20:26,"2021",7.6231,1.44681,33.5485,26.1892,43.093,3.453969,NA
"11588","Mooring",2021-08-28 10:30:27,"2021",7.6244,1.45254,33.5478,26.1884,43.121,3.454029,NA
"11589","Mooring",2021-08-28 10:40:27,"2021",7.6245,1.44877,33.5475,26.1881,43.129,3.454005,NA
"11590","Mooring",2021-08-28 10:50:26,"2021",7.6252,1.45253,33.5471,26.1877,43.201,3.454035,NA
"11591","Mooring",2021-08-28 11:00:27,"2021",7.6266,1.45073,33.5464,26.187,43.138,3.454095,NA
"11592","Mooring",2021-08-28 11:10:26,"2021",7.6284,1.44926,33.546,26.1864,43.228,3.45422,NA
"11593","Mooring",2021-08-28 11:20:27,"2021",7.628,1.45188,33.5455,26.1861,43.26,3.454136,NA
"11594","Mooring",2021-08-28 11:30:26,"2021",7.627,1.44499,33.545,26.1859,43.251,3.454011,NA
"11595","Mooring",2021-08-28 11:40:27,"2021",7.6263,1.43927,33.5448,26.1858,43.199,3.453915,NA
"11596","Mooring",2021-08-28 11:50:26,"2021",7.6259,1.44939,33.5441,26.1853,43.173,3.45382,NA
"11597","Mooring",2021-08-28 12:00:27,"2021",7.6248,1.43932,33.5445,26.1858,43.296,3.453766,NA
"11598","Mooring",2021-08-28 12:10:27,"2021",7.6244,1.43389,33.5443,26.1856,43.214,3.4537,NA
"11599","Mooring",2021-08-28 12:20:26,"2021",7.6236,1.4253,33.544,26.1855,43.24,3.453605,NA
"11600","Mooring",2021-08-28 12:30:27,"2021",7.6226,1.42306,33.544,26.1857,43.26,3.453521,NA
"11601","Mooring",2021-08-28 12:40:26,"2021",7.6214,1.41099,33.5442,26.186,43.183,3.45342,NA
"11602","Mooring",2021-08-28 12:50:27,"2021",7.6209,1.40615,33.5442,26.1861,43.21,3.45339,NA
"11603","Mooring",2021-08-28 13:00:26,"2021",7.6198,1.39927,33.544,26.1861,43.128,3.453265,NA
"11604","Mooring",2021-08-28 13:10:27,"2021",7.6191,1.38982,33.544,26.1862,43.195,3.453199,NA
"11605","Mooring",2021-08-28 13:20:26,"2021",7.6182,1.3847,33.5439,26.1863,43.176,3.453115,NA
"11606","Mooring",2021-08-28 13:30:27,"2021",7.6173,1.37695,33.5443,26.1867,43.09,3.453062,NA
"11607","Mooring",2021-08-28 13:40:27,"2021",7.617,1.3666,33.544,26.1865,43.024,3.453008,NA
"11608","Mooring",2021-08-28 13:50:26,"2021",7.6159,1.35946,33.5438,26.1865,42.992,3.452882,NA
"11609","Mooring",2021-08-28 14:00:27,"2021",7.6162,1.35802,33.5439,26.1865,42.902,3.452918,NA
"11610","Mooring",2021-08-28 14:10:26,"2021",7.6151,1.35546,33.5439,26.1867,42.865,3.452823,NA
"11611","Mooring",2021-08-28 14:20:27,"2021",7.614,1.34972,33.5436,26.1866,42.769,3.452697,NA
"11612","Mooring",2021-08-28 14:30:26,"2021",7.6142,1.34543,33.5438,26.1867,42.848,3.452727,NA
"11613","Mooring",2021-08-28 14:40:27,"2021",7.6132,1.34429,33.5438,26.1869,42.686,3.452637,NA
"11614","Mooring",2021-08-28 14:50:26,"2021",7.6129,1.33193,33.5441,26.1871,42.812,3.452637,NA
"11615","Mooring",2021-08-28 15:00:27,"2021",7.6121,1.33485,33.5438,26.187,42.612,3.452536,NA
"11616","Mooring",2021-08-28 15:10:27,"2021",7.6127,1.32562,33.544,26.1871,42.748,3.452608,NA
"11617","Mooring",2021-08-28 15:20:26,"2021",7.6119,1.32709,33.5444,26.1875,42.619,3.452566,NA
"11618","Mooring",2021-08-28 15:30:27,"2021",7.6118,1.32448,33.5443,26.1875,42.515,3.452548,NA
"11619","Mooring",2021-08-28 15:40:26,"2021",7.6111,1.32133,33.5445,26.1877,42.492,3.452494,NA
"11620","Mooring",2021-08-28 15:50:27,"2021",7.6106,1.31963,33.5448,26.188,42.486,3.452488,NA
"11621","Mooring",2021-08-28 16:00:26,"2021",7.6107,1.31817,33.5446,26.1878,42.359,3.452464,NA
"11622","Mooring",2021-08-28 16:10:27,"2021",7.6101,1.32134,33.5449,26.1882,42.267,3.452446,NA
"11623","Mooring",2021-08-28 16:20:26,"2021",7.6099,1.31759,33.5449,26.1882,42.243,3.452416,NA
"11624","Mooring",2021-08-28 16:30:27,"2021",7.6098,1.32194,33.5451,26.1884,42.342,3.45244,NA
"11625","Mooring",2021-08-28 16:40:27,"2021",7.6093,1.31962,33.5455,26.1888,42.294,3.452428,NA
"11626","Mooring",2021-08-28 16:50:26,"2021",7.6088,1.31789,33.5458,26.189,42.139,3.452404,NA
"11627","Mooring",2021-08-28 17:00:27,"2021",7.608,1.32626,33.5464,26.1896,42.077,3.452381,NA
"11628","Mooring",2021-08-28 17:10:26,"2021",7.6081,1.32279,33.5464,26.1897,42.21,3.452398,NA
"11629","Mooring",2021-08-28 17:20:27,"2021",7.6067,1.32426,33.547,26.1903,42.054,3.452321,NA
"11630","Mooring",2021-08-28 17:30:26,"2021",7.6069,1.32541,33.547,26.1902,42.072,3.452333,NA
"11631","Mooring",2021-08-28 17:40:27,"2021",7.6064,1.32311,33.5475,26.1908,42.101,3.452351,NA
"11632","Mooring",2021-08-28 17:50:26,"2021",7.6064,1.32543,33.5473,26.1906,42.127,3.452333,NA
"11633","Mooring",2021-08-28 18:00:27,"2021",7.6059,1.32659,33.5473,26.1907,42.113,3.452285,NA
"11634","Mooring",2021-08-28 18:10:27,"2021",7.6059,1.32573,33.5479,26.1911,42.189,3.452339,NA
"11635","Mooring",2021-08-28 18:20:26,"2021",7.6047,1.31968,33.5486,26.1918,42.054,3.452291,NA
"11636","Mooring",2021-08-28 18:30:27,"2021",7.604,1.31802,33.5489,26.1922,42.216,3.452261,NA
"11637","Mooring",2021-08-28 18:40:26,"2021",7.6036,1.31601,33.5494,26.1926,42.141,3.452273,NA
"11638","Mooring",2021-08-28 18:50:27,"2021",7.5779,1.17504,33.5669,26.2101,42.178,3.451593,NA
"11639","Mooring",2021-08-28 19:00:26,"2021",7.5707,1.1417,33.5714,26.2146,42.187,3.45136,NA
"11640","Mooring",2021-08-28 19:10:27,"2021",7.57,1.13954,33.5713,26.2146,42.258,3.451294,NA
"11641","Mooring",2021-08-28 19:20:26,"2021",7.5609,1.09389,33.5776,26.2209,42.351,3.451068,NA
"11642","Mooring",2021-08-28 19:30:27,"2021",7.5376,0.96982,33.5956,26.2383,42.325,3.450644,NA
"11643","Mooring",2021-08-28 19:40:27,"2021",7.5352,0.95187,33.5973,26.24,42.491,3.450602,NA
"11644","Mooring",2021-08-28 19:50:26,"2021",7.5347,0.943,33.598,26.2406,42.496,3.45062,NA
"11645","Mooring",2021-08-28 20:00:27,"2021",7.5305,0.92146,33.6011,26.2436,42.602,3.450531,NA
"11646","Mooring",2021-08-28 20:10:26,"2021",7.5272,0.90515,33.6036,26.2461,42.639,3.450471,NA
"11647","Mooring",2021-08-28 20:20:27,"2021",7.5266,0.9087,33.6042,26.2467,42.779,3.450483,NA
"11648","Mooring",2021-08-28 20:30:26,"2021",7.5271,0.90551,33.6041,26.2465,42.828,3.450519,NA
"11649","Mooring",2021-08-28 20:40:27,"2021",7.5279,0.90493,33.6036,26.246,42.872,3.450549,NA
"11650","Mooring",2021-08-28 20:50:26,"2021",7.5283,0.90927,33.6034,26.2458,42.933,3.450573,NA
"11651","Mooring",2021-08-28 21:00:27,"2021",7.5283,0.90896,33.6037,26.246,42.974,3.450596,NA
"11652","Mooring",2021-08-28 21:10:27,"2021",7.529,0.90896,33.6034,26.2457,43.015,3.450626,NA
"11653","Mooring",2021-08-28 21:20:26,"2021",7.5299,0.91213,33.6026,26.245,43.076,3.450638,NA
"11654","Mooring",2021-08-28 21:30:27,"2021",7.5298,0.91357,33.603,26.2453,43.182,3.450674,NA
"11655","Mooring",2021-08-28 21:40:26,"2021",7.529,0.90175,33.6036,26.2459,43.241,3.450662,NA
"11656","Mooring",2021-08-28 21:50:27,"2021",7.5281,0.90066,33.6041,26.2464,43.309,3.450632,NA
"11657","Mooring",2021-08-28 22:00:26,"2021",7.5266,0.8877,33.6053,26.2476,43.332,3.450614,NA
"11658","Mooring",2021-08-28 22:10:27,"2021",7.5235,0.87424,33.6077,26.2499,43.493,3.450561,NA
"11659","Mooring",2021-08-28 22:20:26,"2021",7.5229,0.87025,33.6081,26.2503,43.381,3.450531,NA
"11660","Mooring",2021-08-28 22:30:27,"2021",7.5238,0.87259,33.6074,26.2496,43.646,3.450573,NA
"11661","Mooring",2021-08-28 22:40:27,"2021",7.5285,0.90398,33.604,26.2462,43.645,3.450662,NA
"11662","Mooring",2021-08-28 22:50:26,"2021",7.5329,0.92401,33.6013,26.2435,43.712,3.450818,NA
"11663","Mooring",2021-08-28 23:00:27,"2021",7.5393,0.96366,33.5967,26.2389,43.679,3.450961,NA
"11664","Mooring",2021-08-28 23:10:26,"2021",7.5355,0.93964,33.5994,26.2416,43.866,3.450877,NA
"11665","Mooring",2021-08-28 23:20:27,"2021",7.5287,0.90778,33.6041,26.2463,43.733,3.450704,NA
"11666","Mooring",2021-08-28 23:30:26,"2021",7.5311,0.91913,33.6024,26.2446,43.807,3.450764,NA
"11667","Mooring",2021-08-28 23:40:27,"2021",7.5258,0.89607,33.6064,26.2485,43.758,3.450656,NA
"11668","Mooring",2021-08-28 23:50:26,"2021",7.523,0.87686,33.6087,26.2507,43.842,3.450621,NA
"11669","Mooring",2021-08-29 00:00:27,"2021",7.5221,0.87376,33.6096,26.2516,43.776,3.450621,NA
"11670","Mooring",2021-08-29 00:10:27,"2021",7.5228,0.87636,33.6092,26.2511,43.79,3.450645,NA
"11671","Mooring",2021-08-29 00:20:26,"2021",7.5197,0.86138,33.6115,26.2534,43.756,3.450585,NA
"11672","Mooring",2021-08-29 00:30:27,"2021",7.5132,0.82399,33.6162,26.258,43.779,3.45043,NA
"11673","Mooring",2021-08-29 00:40:26,"2021",7.5151,0.8319,33.615,26.2568,43.766,3.450495,NA
"11674","Mooring",2021-08-29 00:50:27,"2021",7.5147,0.83707,33.6155,26.2573,43.714,3.450501,NA
"11675","Mooring",2021-08-29 01:00:26,"2021",7.5105,0.80476,33.6188,26.2605,43.675,3.45043,NA
"11676","Mooring",2021-08-29 01:10:27,"2021",7.5096,0.79536,33.6199,26.2614,43.686,3.450454,NA
"11677","Mooring",2021-08-29 01:20:26,"2021",7.5068,0.77693,33.6223,26.2637,43.607,3.450418,NA
"11678","Mooring",2021-08-29 01:30:27,"2021",7.5055,0.77327,33.6233,26.2647,43.613,3.450388,NA
"11679","Mooring",2021-08-29 01:40:27,"2021",7.5062,0.77991,33.6227,26.2641,43.498,3.450394,NA
"11680","Mooring",2021-08-29 01:50:26,"2021",7.5037,0.76489,33.6248,26.2661,43.504,3.45037,NA
"11681","Mooring",2021-08-29 02:00:27,"2021",7.5002,0.74129,33.6279,26.2691,43.361,3.450334,NA
"11682","Mooring",2021-08-29 02:10:26,"2021",7.4996,0.73705,33.6285,26.2696,43.307,3.450328,NA
"11683","Mooring",2021-08-29 02:20:27,"2021",7.4993,0.73215,33.6285,26.2696,43.252,3.450304,NA
"11684","Mooring",2021-08-29 02:30:26,"2021",7.4986,0.73073,33.6292,26.2703,43.2,3.450304,NA
"11685","Mooring",2021-08-29 02:40:27,"2021",7.4967,0.72093,33.6308,26.2719,43.17,3.45028,NA
"11686","Mooring",2021-08-29 02:50:26,"2021",7.4986,0.72845,33.6295,26.2706,43.074,3.450328,NA
"11687","Mooring",2021-08-29 03:00:27,"2021",7.5003,0.74196,33.6285,26.2695,42.974,3.450382,NA
"11688","Mooring",2021-08-29 03:10:27,"2021",7.5061,0.78659,33.6245,26.2655,42.86,3.450519,NA
"11689","Mooring",2021-08-29 03:20:26,"2021",7.5108,0.82765,33.6214,26.2624,42.82,3.450656,NA
"11690","Mooring",2021-08-29 03:30:27,"2021",7.5165,0.8788,33.6185,26.2594,42.789,3.450901,NA
"11691","Mooring",2021-08-29 03:40:26,"2021",7.5147,0.87546,33.6198,26.2606,42.756,3.450859,NA
"11692","Mooring",2021-08-29 03:50:27,"2021",7.5254,0.95669,33.614,26.2546,42.604,3.451271,NA
"11693","Mooring",2021-08-29 04:00:26,"2021",7.5384,1.05775,33.607,26.2472,42.593,3.451784,NA
"11694","Mooring",2021-08-29 04:10:27,"2021",7.5481,1.11747,33.6016,26.2416,42.53,3.452154,NA
"11695","Mooring",2021-08-29 04:20:26,"2021",7.5511,1.13881,33.6002,26.24,42.436,3.452286,NA
"11696","Mooring",2021-08-29 04:30:27,"2021",7.5515,1.14104,33.5999,26.2397,42.513,3.452298,NA
"11697","Mooring",2021-08-29 04:40:27,"2021",7.5513,1.13552,33.6005,26.2402,42.35,3.452333,NA
"11698","Mooring",2021-08-29 04:50:26,"2021",7.555,1.15565,33.5983,26.238,42.287,3.452453,NA
"11699","Mooring",2021-08-29 05:00:27,"2021",7.5596,1.17248,33.5959,26.2354,42.236,3.452638,NA
"11700","Mooring",2021-08-29 05:10:26,"2021",7.5752,1.26262,33.586,26.2254,42.205,3.453121,NA
"11701","Mooring",2021-08-29 05:20:27,"2021",7.5974,1.33698,33.5738,26.2127,42.27,3.453981,NA
"11702","Mooring",2021-08-29 05:30:26,"2021",7.6161,1.45315,33.564,26.2023,41.992,3.454733,NA
"11703","Mooring",2021-08-29 05:40:27,"2021",7.6307,1.51106,33.5567,26.1945,41.99,3.45536,NA
"11704","Mooring",2021-08-29 05:50:26,"2021",7.6513,1.58622,33.5469,26.1838,41.958,3.456292,NA
"11705","Mooring",2021-08-29 06:00:27,"2021",7.6588,1.60989,33.5437,26.1803,42.049,3.45668,NA
"11706","Mooring",2021-08-29 06:10:27,"2021",7.678,1.64627,33.5355,26.171,41.958,3.45763,NA
"11707","Mooring",2021-08-29 06:20:26,"2021",7.6903,1.72025,33.5296,26.1646,41.966,3.45818,NA
"11708","Mooring",2021-08-29 06:30:27,"2021",7.6976,1.74648,33.5258,26.1606,41.985,3.458478,NA
"11709","Mooring",2021-08-29 06:40:26,"2021",7.6987,1.75096,33.5247,26.1596,42.042,3.458484,NA
"11710","Mooring",2021-08-29 06:50:27,"2021",7.7069,1.81108,33.5198,26.1545,42.061,3.458753,NA
"11711","Mooring",2021-08-29 07:00:26,"2021",7.6902,1.73434,33.5288,26.164,42.07,3.458096,NA
"11712","Mooring",2021-08-29 07:10:27,"2021",7.6873,1.72235,33.5298,26.1652,42.018,3.457929,NA
"11713","Mooring",2021-08-29 07:20:26,"2021",7.6735,1.67453,33.5372,26.1731,42.063,3.457385,NA
"11714","Mooring",2021-08-29 07:30:27,"2021",7.6634,1.66788,33.5409,26.1774,42.113,3.456824,NA
"11715","Mooring",2021-08-29 07:40:27,"2021",7.6442,1.59137,33.5513,26.1883,42.156,3.456077,NA
"11716","Mooring",2021-08-29 07:50:26,"2021",7.6328,1.54793,33.5575,26.1948,42.114,3.455629,NA
"11717","Mooring",2021-08-29 08:00:27,"2021",7.6423,1.58668,33.5525,26.1896,42.118,3.456017,NA
"11718","Mooring",2021-08-29 08:10:26,"2021",7.558,1.1873,33.6009,26.2396,42.185,3.45296,NA
"11719","Mooring",2021-08-29 08:20:27,"2021",7.5484,1.1492,33.6073,26.246,42.205,3.452692,NA
"11720","Mooring",2021-08-29 08:30:26,"2021",7.5481,1.16378,33.6077,26.2464,42.212,3.45271,NA
"11721","Mooring",2021-08-29 08:40:27,"2021",7.5657,1.25678,33.5981,26.2363,42.224,3.453396,NA
"11722","Mooring",2021-08-29 08:50:26,"2021",7.5606,1.23666,33.6019,26.2401,42.255,3.453289,NA
"11723","Mooring",2021-08-29 09:00:27,"2021",7.5569,1.22183,33.6041,26.2422,42.337,3.453163,NA
"11724","Mooring",2021-08-29 09:10:27,"2021",7.5479,1.21145,33.6086,26.2471,42.423,3.452775,NA
"11725","Mooring",2021-08-29 09:20:26,"2021",7.5447,1.22426,33.6095,26.2483,42.355,3.452578,NA
"11726","Mooring",2021-08-29 09:30:27,"2021",7.5421,1.24249,33.6099,26.249,42.509,3.452381,NA
"11727","Mooring",2021-08-29 09:40:26,"2021",7.5334,1.19819,33.6158,26.2549,42.608,3.452155,NA
"11728","Mooring",2021-08-29 09:50:27,"2021",7.5287,1.16844,33.6192,26.2581,42.658,3.452053,NA
"11729","Mooring",2021-08-29 10:00:26,"2021",7.5192,1.09744,33.627,26.2656,42.678,3.451916,NA
"11730","Mooring",2021-08-29 10:10:27,"2021",7.5121,1.05338,33.6327,26.2711,42.704,3.451809,NA
"11731","Mooring",2021-08-29 10:20:26,"2021",7.5073,1.03805,33.6367,26.275,42.761,3.451761,NA
"11732","Mooring",2021-08-29 10:30:27,"2021",7.5021,0.99749,33.6414,26.2794,42.858,3.451731,NA
"11733","Mooring",2021-08-29 10:40:27,"2021",7.4981,0.98241,33.6449,26.2827,42.92,3.451701,NA
"11734","Mooring",2021-08-29 10:50:26,"2021",7.4856,0.90121,33.6558,26.293,42.932,3.451582,NA
"11735","Mooring",2021-08-29 11:00:27,"2021",7.4808,0.8698,33.6605,26.2975,42.948,3.451588,NA
"11736","Mooring",2021-08-29 11:10:26,"2021",7.4781,0.85321,33.6631,26.2998,43.077,3.451588,NA
"11737","Mooring",2021-08-29 11:20:27,"2021",7.4716,0.81377,33.669,26.3054,43.007,3.451552,NA
"11738","Mooring",2021-08-29 11:30:26,"2021",7.4617,0.75539,33.6783,26.3141,43.077,3.451523,NA
"11739","Mooring",2021-08-29 11:40:27,"2021",7.4591,0.74148,33.6805,26.3162,43.095,3.451499,NA
"11740","Mooring",2021-08-29 11:50:26,"2021",7.4555,0.7225,33.6839,26.3194,43.113,3.451481,NA
"11741","Mooring",2021-08-29 12:00:27,"2021",7.4508,0.6943,33.6886,26.3237,43.159,3.451499,NA
"11742","Mooring",2021-08-29 12:10:27,"2021",7.4484,0.68257,33.6912,26.3262,43.096,3.451529,NA
"11743","Mooring",2021-08-29 12:20:26,"2021",7.4473,0.68263,33.6927,26.3275,43.154,3.451565,NA
"11744","Mooring",2021-08-29 12:30:27,"2021",7.4471,0.68235,33.6934,26.3281,43.247,3.451618,NA
"11745","Mooring",2021-08-29 12:40:26,"2021",7.447,0.69363,33.6939,26.3285,43.233,3.45166,NA
"11746","Mooring",2021-08-29 12:50:27,"2021",7.4485,0.70687,33.6929,26.3274,43.25,3.451696,NA
"11747","Mooring",2021-08-29 13:00:26,"2021",7.451,0.72212,33.6905,26.3252,43.296,3.451702,NA
"11748","Mooring",2021-08-29 13:10:27,"2021",7.4548,0.75554,33.687,26.3219,43.245,3.45172,NA
"11749","Mooring",2021-08-29 13:20:26,"2021",7.459,0.79497,33.6836,26.3187,43.291,3.451779,NA
"11750","Mooring",2021-08-29 13:30:27,"2021",7.4619,0.81067,33.6815,26.3166,43.188,3.451839,NA
"11751","Mooring",2021-08-29 13:40:27,"2021",7.4653,0.83773,33.6791,26.3143,43.277,3.451929,NA
"11752","Mooring",2021-08-29 13:50:26,"2021",7.4688,0.8708,33.6769,26.3121,43.169,3.452036,NA
"11753","Mooring",2021-08-29 14:00:27,"2021",7.4764,0.94048,33.6721,26.3072,43.131,3.452281,NA
"11754","Mooring",2021-08-29 14:10:26,"2021",7.4748,0.93243,33.6748,26.3095,43.139,3.452376,NA
"11755","Mooring",2021-08-29 14:20:27,"2021",7.4752,0.93793,33.6751,26.3097,43.067,3.452442,NA
"11756","Mooring",2021-08-29 14:30:26,"2021",7.4783,0.96098,33.6726,26.3073,43.099,3.45249,NA
"11757","Mooring",2021-08-29 14:40:27,"2021",7.482,0.99262,33.6696,26.3044,43.126,3.452549,NA
"11758","Mooring",2021-08-29 14:50:26,"2021",7.4854,1.02624,33.6669,26.3018,43.106,3.452603,NA
"11759","Mooring",2021-08-29 15:00:27,"2021",7.4872,1.03963,33.6657,26.3006,42.887,3.452639,NA
"11760","Mooring",2021-08-29 15:10:27,"2021",7.488,1.0491,33.6656,26.3004,42.981,3.452705,NA
"11761","Mooring",2021-08-29 15:20:26,"2021",7.4937,1.10125,33.6615,26.2964,43.046,3.452842,NA
"11762","Mooring",2021-08-29 15:30:27,"2021",7.4938,1.10653,33.6618,26.2966,42.993,3.452872,NA
"11763","Mooring",2021-08-29 15:40:26,"2021",7.4991,1.15521,33.6583,26.2931,42.966,3.453021,NA
"11764","Mooring",2021-08-29 15:50:27,"2021",7.5089,1.25357,33.6515,26.2864,42.892,3.453272,NA
"11765","Mooring",2021-08-29 16:00:26,"2021",7.511,1.27654,33.6501,26.285,42.861,3.453325,NA
"11766","Mooring",2021-08-29 16:10:27,"2021",7.5098,1.26637,33.6515,26.2862,42.883,3.453349,NA
"11767","Mooring",2021-08-29 16:20:26,"2021",7.519,1.35655,33.6454,26.2801,42.846,3.453612,NA
"11768","Mooring",2021-08-29 16:30:27,"2021",7.5201,1.37175,33.645,26.2796,42.719,3.45366,NA
"11769","Mooring",2021-08-29 16:40:27,"2021",7.5184,1.36941,33.6469,26.2814,42.701,3.453684,NA
"11770","Mooring",2021-08-29 16:50:26,"2021",7.5203,1.38612,33.6455,26.2801,42.699,3.453731,NA
"11771","Mooring",2021-08-29 17:00:27,"2021",7.5248,1.4226,33.6419,26.2765,42.689,3.453803,NA
"11772","Mooring",2021-08-29 17:10:26,"2021",7.5307,1.4728,33.6373,26.2721,42.584,3.453904,NA
"11773","Mooring",2021-08-29 17:20:27,"2021",7.5361,1.51722,33.633,26.268,42.637,3.453988,NA
"11774","Mooring",2021-08-29 17:30:26,"2021",7.5445,1.58953,33.6265,26.2616,42.596,3.454137,NA
"11775","Mooring",2021-08-29 17:40:27,"2021",7.551,1.64561,33.6215,26.2568,42.555,3.454263,NA
"11776","Mooring",2021-08-29 17:50:26,"2021",7.5585,1.70346,33.616,26.2514,42.594,3.454418,NA
"11777","Mooring",2021-08-29 18:00:27,"2021",7.5727,1.80576,33.6049,26.2406,42.601,3.454656,NA
"11778","Mooring",2021-08-29 18:10:27,"2021",7.5889,1.90778,33.5924,26.2285,42.627,3.454955,NA
"11779","Mooring",2021-08-29 18:20:26,"2021",7.6098,2.02134,33.5781,26.2143,42.606,3.455504,NA
"11780","Mooring",2021-08-29 18:30:27,"2021",7.6015,2.02382,33.5842,26.2203,42.597,3.455319,NA
"11781","Mooring",2021-08-29 18:40:26,"2021",7.6042,2.05025,33.5807,26.2171,42.604,3.455242,NA
"11782","Mooring",2021-08-29 18:50:27,"2021",7.6013,2.03845,33.584,26.2201,42.694,3.455289,NA
"11783","Mooring",2021-08-29 19:00:26,"2021",7.6006,2.01686,33.5867,26.2223,42.646,3.455475,NA
"11784","Mooring",2021-08-29 19:10:27,"2021",7.6044,2.03523,33.583,26.2189,42.531,3.455468,NA
"11785","Mooring",2021-08-29 19:20:26,"2021",7.6075,2.05557,33.579,26.2153,42.708,3.455385,NA
"11786","Mooring",2021-08-29 19:30:27,"2021",7.6075,2.06184,33.5743,26.2117,42.474,3.454943,NA
"11787","Mooring",2021-08-29 19:40:27,"2021",7.6276,2.21108,33.5439,26.1849,42.426,3.453921,NA
"11788","Mooring",2021-08-29 19:50:26,"2021",7.6282,2.19873,33.5423,26.1836,42.522,3.453832,NA
"11789","Mooring",2021-08-29 20:00:27,"2021",7.6382,2.29525,33.5314,26.1736,42.645,3.453718,NA
"11790","Mooring",2021-08-29 20:10:26,"2021",7.6434,2.30706,33.5264,26.1689,42.599,3.453718,NA
"11791","Mooring",2021-08-29 20:20:27,"2021",7.6425,2.31227,33.5278,26.1701,42.74,3.453778,NA
"11792","Mooring",2021-08-29 20:30:26,"2021",7.6591,2.6751,33.5093,26.1532,42.691,3.453533,NA
"11793","Mooring",2021-08-29 20:40:27,"2021",7.6653,2.46263,33.5045,26.1485,42.701,3.453652,NA
"11794","Mooring",2021-08-29 20:50:26,"2021",7.6442,2.29598,33.5318,26.173,42.766,3.454291,NA
"11795","Mooring",2021-08-29 21:00:27,"2021",7.6444,2.28135,33.5321,26.1732,42.825,3.454339,NA
"11796","Mooring",2021-08-29 21:10:27,"2021",7.6291,2.17564,33.5498,26.1893,42.875,3.45462,NA
"11797","Mooring",2021-08-29 21:20:26,"2021",7.6273,2.15967,33.5518,26.1912,42.866,3.45465,NA
"11798","Mooring",2021-08-29 21:30:27,"2021",7.6194,2.10707,33.559,26.1979,43.1,3.454614,NA
"11799","Mooring",2021-08-29 21:40:26,"2021",7.6137,2.07028,33.5636,26.2024,43.011,3.454531,NA
"11800","Mooring",2021-08-29 21:50:27,"2021",7.6016,1.9985,33.5743,26.2125,43.014,3.454441,NA
"11801","Mooring",2021-08-29 22:00:26,"2021",7.5875,1.89492,33.5856,26.2233,43.113,3.45422,NA
"11802","Mooring",2021-08-29 22:10:27,"2021",7.5823,1.85138,33.5891,26.2269,43.144,3.454089,NA
"11803","Mooring",2021-08-29 22:20:26,"2021",7.575,1.80427,33.5951,26.2326,43.43,3.454,NA
"11804","Mooring",2021-08-29 22:30:27,"2021",7.5681,1.74377,33.6009,26.2382,43.311,3.45391,NA
"11805","Mooring",2021-08-29 22:40:27,"2021",7.5626,1.7113,33.6058,26.2428,43.409,3.45388,NA
"11806","Mooring",2021-08-29 22:50:26,"2021",7.5579,1.6706,33.6101,26.2468,43.452,3.453857,NA
"11807","Mooring",2021-08-29 23:00:27,"2021",7.5543,1.6397,33.6134,26.25,43.494,3.453839,NA
"11808","Mooring",2021-08-29 23:10:26,"2021",7.5531,1.63319,33.6146,26.2511,43.379,3.453845,NA
"11809","Mooring",2021-08-29 23:20:27,"2021",7.5527,1.6341,33.6151,26.2515,43.435,3.453857,NA
"11810","Mooring",2021-08-29 23:30:26,"2021",7.5529,1.63958,33.6152,26.2515,43.482,3.453881,NA
"11811","Mooring",2021-08-29 23:40:27,"2021",7.5547,1.66376,33.6142,26.2505,43.555,3.453958,NA
"11812","Mooring",2021-08-29 23:50:26,"2021",7.5569,1.70544,33.6134,26.2496,43.6,3.454084,NA
