"","source","date","year","temperature","DO","salinity","potential_density","pres","cond","sampleID"
"1","CTD",2006-08-07 11:24:14,"2006",7.70110011100769,3.11771473846197,33.8183498382568,26.3931713104248,NA,NA,"20060807T112414"
"2","CTD",2006-09-27 10:09:38,"2006",8.11434001922607,4.34485140361166,34.1959197998047,26.6291728973389,NA,NA,"20060927T100938"
"3","CTD",2006-10-02 17:42:56,"2006",7.78320002555847,0.717637433364242,33.8377246856689,26.3965644836426,NA,NA,"20061002T174256"
"4","CTD",2007-05-30 11:52:20,"2007",6.98859977722168,3.99819746440887,33.6650009155273,26.3721160888672,NA,NA,"20070530T115220"
"5","CTD",2007-07-12 11:43:57,"2007",7.12684988975525,3.61169467171907,33.6646003723145,26.3529491424561,NA,NA,"20070712T114357"
"6","CTD",2007-08-08 11:07:41,"2007",7.10260009765625,4.00114117549896,33.7043991088867,26.3875942230225,NA,NA,"20070808T110741"
"7","CTD",2007-09-11 12:14:07,"2007",7.30956665674845,4.64956815798998,33.5130996704102,26.2085202534993,NA,NA,"20070911T121407"
"8","CTD",2007-10-13 13:30:42,"2007",8.2262331644694,4.72724556151787,33.2864011128744,25.8988164265951,NA,NA,"20071013T133042"
"9","CTD",2008-07-16 12:39:34,"2008",6.79409980773926,2.47950999715567,33.8474006652832,26.5420246124268,NA,NA,"20080716T123934"
"10","CTD",2009-08-12 14:55:53,"2009",7.8442333539327,1.32928370686313,33.4418678283691,26.0767752329508,NA,NA,"20090812T145553"
"11","CTD",2009-10-07 15:40:59,"2009",7.65979993343353,2.76485155347914,33.4942245483398,26.1443977355957,NA,NA,"20091007T154059"
"12","CTD",2010-08-21 14:53:01,"2010",7.1605498790741,3.91196955685854,33.7033996582031,26.3788585662842,NA,NA,"20100821T145301"
"13","CTD",2010-09-16 15:08:16,"2010",7.95250002543132,2.93594205504735,33.4613329569499,26.0763479868571,NA,NA,"20100916T150816"
"14","CTD",2012-05-25 11:26:05,"2012",7.80425000190735,4.33589138076901,33.3534488677979,26.0130853652954,NA,NA,"20120525T112605"
"15","CTD",2012-07-19 15:23:47,"2012",7.73766660690308,4.08545385373513,33.3794339497884,26.0430634816488,NA,NA,"20120719T152347"
"16","CTD",2012-08-28 14:10:27,"2012",7.92834997177124,3.04283357654691,33.4752998352051,26.0908222198486,NA,NA,"20120828T141027"
"17","CTD",2012-09-13 16:18:54,"2012",7.37029981613159,1.96963197976828,33.7089004516602,26.3540592193604,NA,NA,"20120913T161854"
"18","CTD",2012-09-21 11:33:38,"2012",7.60246674219767,2.17403097833037,33.5160662333171,26.1697152455648,NA,NA,"20120921T113338"
"19","CTD",2012-10-08 14:32:21,"2012",7.67739979426066,3.58972325279077,33.5750007629395,26.2053508758545,NA,NA,"20121008T143221"
"20","CTD",2013-06-05 09:59:43,"2013",7.03125,3.79135951262474,33.9316997528076,26.5763359069824,NA,NA,"20130605T095943"
"21","CTD",2013-07-23 17:21:26,"2013",7.19383335113525,4.38755084152619,33.8158340454102,26.4627666473389,NA,NA,"20130723T172126"
"22","CTD",2013-08-31 13:01:36,"2013",8.50979995727539,3.45096463912726,33.4071006774902,25.9509162902832,NA,NA,"20130831T130136"
"23","CTD",2013-10-10 13:34:05,"2013",10.1662003199259,5.41173675264279,32.9647992451986,25.3402779897054,NA,NA,"20131010T133405"
"24","CTD",2014-06-12 19:04:32,"2014",7.01845002174377,3.06516217029691,33.7998008728027,26.4742350578308,NA,NA,"20140612T190432"
"25","CTD",2014-06-23 23:10:13,"2014",7.33439993858337,3.29605763503552,33.6511001586914,26.3136167526245,NA,NA,"20140623T231013"
"26","CTD",2014-08-01 19:55:39,"2014",7.35500001907349,3.6009412678504,33.6324996948242,26.2961111068726,NA,NA,"20140801T195539"
"27","CTD",2014-09-06 19:43:41,"2014",7.53640000025431,3.21212609470129,33.6156667073568,26.2573782602946,NA,NA,"20140906T194341"
"28","CTD",2014-10-08 18:48:10,"2014",7.8558999300003,3.84387630652308,33.3545999526978,26.0065622329712,NA,NA,"20141008T184810"
"29","CTD",2015-05-28 01:23:30,"2015",7.6397000948588,5.26683291494052,33.4543660481771,26.1159286499023,NA,NA,"20150528T012330"
"30","CTD",2015-07-14 22:11:01,"2015",7.68443330128988,3.09242085549275,33.6078008015951,26.2301190694173,NA,NA,"20150714T221101"
"31","CTD",2015-09-04 18:46:10,"2015",10.8009665807088,6.63879694036007,32.7375666300456,25.0546340942383,NA,NA,"20150904T184610"
"32","CTD",2015-09-29 16:36:08,"2015",8.21805000305176,5.34132118455172,33.260799407959,25.8799600601196,NA,NA,"20150929T163608"
"33","CTD",2016-05-31 20:23:06,"2016",8.15750026702881,4.85412916287422,33.6011009216309,26.1558971405029,NA,NA,"20160531T202306"
"34","CTD",2016-06-28 19:49:28,"2016",7.87709999084473,4.34882411889553,33.5835990905762,26.1833076477051,NA,NA,"20160628T194928"
"35","CTD",2016-08-04 19:28:45,"2016",7.4742333094279,4.02410075917244,33.7454668680827,26.3682238260905,NA,NA,"20160804T192845"
"36","CTD",2016-09-06 21:30:01,"2016",8.10029983520508,2.05475463283062,33.6813672383626,26.227378209432,NA,NA,"20160906T213001"
"37","CTD",2016-10-09 20:32:32,"2016",10.5967998504639,4.55574758821249,32.6843013763428,25.048376083374,NA,NA,"20161009T203232"
"38","CTD",2017-07-11 22:28:50,"2017",7.74306662877401,3.48640455841462,33.7294667561849,26.3172969818115,NA,NA,"20170711T222850"
"39","CTD",2017-07-27 19:53:37,"2017",7.67859983444214,3.40952270643711,33.8456001281738,26.4178104400635,NA,NA,"20170727T195337"
